主事件标题,事件标题,时间,地点,涉事方,关键动作,总推文数,链接1,链接2,链接3,链接4,链接5,链接6,链接7,链接8,链接9,链接10,链接11,链接12,链接13,链接14,链接15,链接16,链接17,链接18,链接19,链接20,链接21,链接22,链接23,链接24,链接25,链接26,链接27,链接28,链接29,链接30,链接31,链接32,链接33,链接34,链接35,链接36,链接37,链接38,链接39,链接40,链接41,链接42,链接43,链接44,链接45,链接46,链接47,链接48,链接49,链接50,链接51,链接52,链接53,链接54,链接55,链接56,链接57,链接58,链接59,链接60,链接61,链接62,链接63,链接64,链接65,链接66,链接67,链接68,链接69,链接70,链接71,链接72,链接73,链接74,链接75,链接76,链接77,链接78,链接79,链接80,链接81,链接82,链接83,链接84,链接85,链接86,链接87,链接88,链接89,链接90,链接91,链接92,链接93,链接94,链接95,链接96,链接97,链接98,链接99,链接100,链接101,链接102,链接103,链接104,链接105,链接106,链接107,链接108,链接109,链接110,链接111,链接112,链接113,链接114,链接115,链接116,链接117,链接118,链接119,链接120,链接121,链接122,链接123,链接124,链接125,链接126,链接127,链接128,链接129,链接130,链接131,链接132,链接133,链接134,链接135,链接136,链接137,链接138,链接139,链接140,链接141,链接142,链接143,链接144,链接145,链接146,链接147,链接148,链接149,链接150,链接151,链接152,链接153,链接154,链接155,链接156,链接157,链接158,链接159,链接160,链接161,链接162,链接163,链接164,链接165,链接166,链接167,链接168,链接169,链接170,链接171,链接172,链接173,链接174,链接175,链接176,链接177,链接178,链接179,链接180,链接181,链接182,链接183,链接184,链接185,链接186,链接187,链接188,链接189,链接190,链接191,链接192,链接193,链接194,链接195,链接196,链接197,链接198,链接199,链接200,链接201,链接202,链接203,链接204,链接205,链接206,链接207,链接208,链接209,链接210,链接211,链接212,链接213,链接214,链接215,链接216,链接217,链接218,链接219,链接220,链接221,链接222,链接223,链接224,链接225,链接226,链接227,链接228,链接229,链接230,链接231,链接232,链接233,链接234,链接235,链接236,链接237,链接238,链接239,链接240,链接241,链接242,链接243,链接244,链接245,链接246,链接247,链接248,链接249,链接250,链接251,链接252,链接253,链接254,链接255,链接256,链接257,链接258,链接259,链接260,链接261,链接262,链接263,链接264,链接265,链接266,链接267,链接268,链接269,链接270,链接271,链接272,链接273,链接274,链接275,链接276,链接277,链接278,链接279,链接280,链接281,链接282
菲律宾就中国在南海的活动提出抗议并引发多方关注,美国与中国在加勒比海和南海发生潜在冲突,2025/10/8,加勒比海和南海,美国、中国,美国在加勒比海杀害渔民可能导致中国在南海杀害美国人,20,https://twitter.com/factsfaraone/statuses/1975613654671528054,https://twitter.com/sofyblu2/statuses/1975642134943502799,https://twitter.com/AmeliaJuliette3/statuses/1975606844363350219,https://twitter.com/1RGMartin/statuses/1975702297008349681,https://twitter.com/CherylCassel1/statuses/1975657821871219108,https://twitter.com/Heather20164/statuses/1975643358698873237,https://twitter.com/GirlUn_Censored/statuses/1975633208705495192,https://twitter.com/NickASAVet/statuses/1975756474157588826,https://twitter.com/ubudoc/statuses/1975655153245057284,https://twitter.com/DebunkerMimi/statuses/1975636293234401409,https://twitter.com/beth_bostic/statuses/1975766306348548369,https://twitter.com/ConspiracyCaw/statuses/1975620688703857152,https://twitter.com/hrcsupervol01/statuses/1975624082621428139,https://twitter.com/RFazoo/statuses/1975698652472488214,https://twitter.com/TeriDiperna/statuses/1975609973590880562,https://twitter.com/Will_Chrs/statuses/1975637882884026876,https://twitter.com/PammysParcels/statuses/1975701517685694789,https://twitter.com/debv219/statuses/1975632732173803686,https://twitter.com/wismiss3/statuses/1975797640693428523,"""https://twitter.com/emptywheel/status/1975579825218662801""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,美国国会听证会指责中国在南海进行扩张主义并讨论能源供应安全,2025/10/9,南海,美国、中国,美国国会听证会指责中国在南海进行扩张主义，并讨论了中国脆弱的能源供应,2,"""https://youtu.be/E10hXsrW-n4?si=mdAh7cu2bd5IJZ9h""",https://twitter.com/rs015dbph/statuses/1977284645973901809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,菲律宾海岸警卫队发言人就美国在西菲律宾海的作用和中国行为发表声明,2025/10/10,西菲律宾海,菲律宾海岸警卫队、美国、中国,菲律宾海岸警卫队发言人表示，无论美国是否支持菲律宾，中国在西菲律宾海的侵占和骚扰行为仍在继续,3,"""https://x.com/radyopilipinas1/status/1976602875674628338/video/1"";""https://x.com/radyopilipinas1/status/1976603250276356603/video/1""","""https://x.com/radyopilipinas1/status/1976602875674628338/video/1""","""https://www.youtube.com/watch?v=AahwcNmEWE0&feature=youtu.be""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,欧盟驻菲律宾代表团就中国在帕加萨岛水域的危险行动发表声明,2025/10/12,帕加萨岛水域,欧盟驻菲律宾代表团、中国,欧盟驻菲律宾代表团谴责中国在帕加萨岛水域的危险行动，并呼吁保持克制，尊重国际法,3,https://twitter.com/EUAmbPH/statuses/1977301570112172439,https://twitter.com/germanyinphl/statuses/1977314399456305418,https://twitter.com/MarieFontanelPH/statuses/1977318205770346786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国海警船与菲律宾渔业和水产资源局船只在西菲律宾海发生水炮事件,2025/10/12,西菲律宾海帕加萨岛水域,中国海警、菲律宾渔业和水产资源局,中国海警船在西菲律宾海帕加萨岛水域向菲律宾渔业和水产资源局的民用船只发射水炮,5,"""https://x.com/newswatchplusph/status/1977212238361772415/video/1""","""https://www.newswatchplus.ph/news/2025/10/12/china-water-cannon-rams-bfar-vessel-wps.html""","""https://x.com/manilabulletin/status/1977222735349923898/photo/1""","""https://x.com/News5PH/status/1977287634503483728/photo/1""","""https://mb.com.ph/2025/10/12/chinese-ship-rams-shoots-water-cannon-at-bfar-vessel-in-pag-asa-island-pcg"";""https://x.com/manilabulletin/status/1977227731281887662/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国海警船与菲律宾政府船只在西菲律宾海发生冲撞,2025/10/12,西菲律宾海,中国海警、菲律宾政府,中国海警船在西菲律宾海故意冲撞并向菲律宾政府船只发射水炮,13,"""https://inqnews.net/BfarCCG"";""https://x.com/inquirerdotnet/status/1977245381911364090/video/1""","""https://www.abs-cbn.com/news/nation/2025/10/12/china-vessel-deliberately-rammed-philippine-ship-pcg-1125"";""https://x.com/ABSCBNNews/status/1977222736847278290/video/1""","""https://x.com/AkbayanParty/status/1977281324752028132/photo/1""",https://twitter.com/ukinphilippines/statuses/1977289186278588703,"""https://x.com/News5PH/status/1977212061177520258/video/1""","""https://x.com/TheManilaTimes/status/1977229003606966729/photo/1""","""https://tnt.abante.com.ph/2025/10/12/pcg-bfar-vessel-binangga-binomba-ng-tubig-ng-china-sa-west-ph-sea/news/"";""https://x.com/AbanteNews/status/1977248114995347781/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国与菲律宾在西菲律宾海发生船只碰撞和水炮攻击,2025/10/12,西菲律宾海，Pag-asa (Thitu) 岛附近,中国、菲律宾,中国海岸警卫队船只在Pag-asa (Thitu) 岛附近向菲律宾船只发射水炮并故意撞击,9,"""https://x.com/visegrad24/status/1977294136811102632/photo/1""","""https://x.com/visegrad24/status/1977375441275986239/video/1""","""https://nypost.com/2025/10/12/world-news/chinese-coast-guard-rams-damages-philippine-vessel-off-island-in-south-china-sea/?utm_medium=social&utm_campaign=nypost&utm_source=twitter"";""https://x.com/nypost/status/1977274009604571243/photo/1""","""https://x.com/AkbayanParty/status/1977281324752028132/photo/1""","""https://twitter.com/starsandstripes/status/1977335608323486029"";""https://www.stripes.com/theaters/asia_pacific/2025-10-12/china-coast-guard-philippine-vessel-19397692.html""","""https://x.com/FaytuksNetwork/status/1977234315046990239/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国与菲律宾在南海发生船只碰撞,2025/10/12,南海，中业岛附近,中国、菲律宾,中国海岸警卫队船只与菲律宾渔船在中业岛附近相撞，双方互相指责,7,"""https://x.com/clashreport/status/1977289142490087889/video/1""","""https://www.reuters.com/world/china/philippines-accuses-china-ramming-vessel-near-disputed-island-tensions-soar-2025-10-12/"";""https://x.com/Reuters/status/1977396340431933719/video/1""","""https://x.com/visegrad24/status/1977294136811102632/photo/1""","""https://x.com/Nick_Barnes/status/1977340259894755414/photo/1"";""https://twitter.com/starsandstripes/status/1977335608323486029"";""https://www.stripes.com/theaters/asia_pacific/2025-10-12/china-coast-guard-philippine-vessel-19397692.html""",https://twitter.com/WW3_Monitor/statuses/1977373816385946055,"""https://www.reuters.com/world/china/philippines-accuses-china-ramming-vessel-near-disputed-island-tensions-soar-2025-10-12/?taid=68ebbdca316b4f0001c12a61&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,美国与中国在台湾和南海问题上推动挑衅,2025/10/13,台湾、南海,美国、中国、菲律宾,美国在台湾和南海菲律宾问题上推动挑衅，试图制造借口,2,"""https://twitter.com/brianjberletic/status/1977608076141470163"";""https://x.com/BrianJBerletic/status/1977608076141470163/photo/1""","""https://www.globaltimes.cn/page/202510/1345712.shtml"";""https://x.com/globaltimesnews/status/1978381513969525043/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国海警与菲律宾船只在南海岛屿附近发生冲撞,2025/10/13,南海岛屿附近,中国海警、菲律宾,中国海警船只冲撞并损坏菲律宾船只,24,"""https://www.washingtontimes.com/news/2025/oct/12/island-south-china-sea-chinese-coast-guard-rams-damages-philippine/?utm_source=Twitter&utm_medium=SocialFlow&utm_campaign=twtnl_x""","""https://www.aljazeera.com/news/2025/10/12/philippines-accuses-china-of-ramming-damaging-vessel-in-south-china-sea""","""http://News.com.au"";""https://x.com/TheMichaelEvery/status/1977511084572721643/photo/1""","""https://x.com/visegrad24/status/1977375441275986239/video/1""","""https://apple.news/A_ZHNQU3WTbeiF3002FEmoA""","""https://x.com/nypost/status/1977430641466851504/video/1""","""https://www.cnbc.com/amp/2025/10/12/philippines-accuses-china-of-ramming-vessel-near-disputed-island-as-tensions-soar.html""",https://twitter.com/chrispilz/statuses/1977565837390389324,"""https://www.fox5atlanta.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ec24fc399eb60001a9c7bf&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter""","""https://www.fox26houston.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ec24ee316b4f0001c12f4b&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter""","""https://www.fox26houston.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ecf7f5e276c300018a641b&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter""","""https://www.fox5dc.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ec83d3316b4f0001c1327a&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter""","""https://www.stripes.com/theaters/asia_pacific/2025-10-12/china-coast-guard-philippine-vessel-19397692.html""","""https://apnews.com/article/south-china-sea-thitu-island-philippines-7dfa0e6533236d442271176695039a6d""","""https://www.military.com/daily-news/2025/10/13/chinese-coast-guard-rams-and-damages-philippine-vessel-off-island-south-china-sea.html""","""https://oodaloop.com/briefs/dangerous-places/chinese-coast-guard-rams-and-damages-a-philippine-vessel-off-an-island-in-the-south-china-sea/""","""https://twitter.com/nypost/status/1977430641466851504"";""https://x.com/nypost/status/1977430641466851504/video/1""","""https://www.bloomberg.com/news/articles/2025-10-12/philippines-says-chinese-ship-rammed-government-vessel-at-sea?taid=68eb625fffe7d0000175d79e&utm_campaign=trueanthem&utm_content=business&utm_medium=social&utm_source=twitter""","""https://x.com/JervisManahan/status/1977564529799446754/video/1""","""https://twitter.com/ABSCBNNews/status/1977566536064979060"";""https://x.com/JervisManahan/status/1977564529799446754/video/1""","""https://x.com/MinhDr18/status/1977678871618273414/video/1""","""https://www.businessinsider.com/video-shows-china-spraying-water-cannons-ramming-philippine-ships-2025-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,推特用户讨论中国在南海军事化岛屿问题,2025/10/13,南海、美国,推特用户Jkylebass、中国、美国,推特用户Jkylebass讨论中国领导人习近平是否就南海岛屿军事化问题对美国总统奥巴马撒谎,24,https://twitter.com/Deech932/statuses/1977561575209959498,https://twitter.com/theChillgasm/statuses/1977565802426708244,https://twitter.com/DebyanneS/statuses/1977530690062446635,https://twitter.com/Stanislav_Pigol/statuses/1977787726977171932,"""https://x.com/FinalTelegraph/status/1978450640738177251/photo/1""","""https://twitter.com/FinalTelegraph/status/1978450640738177251"";""https://x.com/FinalTelegraph/status/1978450640738177251/photo/1""","""https://twitter.com/finaltelegraph/status/1978450640738177251"";""https://x.com/FinalTelegraph/status/1978450640738177251/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国海警与菲律宾船只在西菲律宾海发生非法和鲁莽行动,2025/10/13,西菲律宾海,中国、菲律宾,中国海警对菲律宾船只采取非法和鲁莽行动,6,"""https://x.com/kikopangilinan/status/1977651526656233725/photo/1""","""https://remate.ph/reckless-action-ng-ccg-sa-wps-kinondena-ng-ph/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,美国谴责中国海警船在南海岛屿附近使用水炮并冲撞菲律宾政府船只,2025/10/13,南海Thitu岛附近,美国、中国海警、菲律宾,美国谴责中国海警船在南海Thitu岛附近使用水炮并冲撞菲律宾政府船只,12,"""https://www.fox35orlando.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ecf0d3a0cb650001c443c9&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter""","""https://www.fox13seattle.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ecfb5da0cb650001c444fb&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter""","""https://x.com/visegrad24/status/1977294136811102632/photo/1""","""https://www.fox6now.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68ec98eed7a2c90001daf6d2&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueanthem&utm_source=twitter""","""https://x.com/Mrgunsngear/status/1978082955965677927/video/1""","""https://www.reuters.com/world/china/us-condemns-china-over-south-china-sea-vessel-clash-with-philippines-2025-10-13/?taid=68edef18e3e28c000190bdac&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter""","""https://x.com/ralakbar/status/1977819652849029592/photo/1""","""https://www.state.gov/releases/office-of-the-spokesperson/2025/10/u-s-statement-on-dangerous-chinese-actions-in-the-south-china-sea/""","""https://x.com/visegrad24/status/1977375441275986239/video/1""","""https://www.fox29.com/news/chinese-coast-guard-rams-philippine-ship-south-china-sea?taid=68edab238c86c50001b5d78e&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国海警与菲律宾渔业船只在西菲律宾海发生水炮攻击,2025/10/13,西菲律宾海，Pag-asa Island附近,中国、菲律宾,中国海警船只对菲律宾渔业和水产资源局（BFAR）船只进行水炮攻击,2,"""https://www.youtube.com/watch?v=j0p9BBJ-gPE&feature=youtu.be""","""https://x.com/News5PH/status/1977917641236124105/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,推特用户讨论中国对美国构成威胁并军事化南海,2025/10/13,美国、南海、台湾,推特用户、中国、美国,推特用户讨论中国通过多种方式对美国构成威胁，包括军事化南海和试图控制台湾,2,"""https://x.com/ricwe123/status/1977346427803041874/video/1""",https://twitter.com/smokejumper173/statuses/1977801188423692676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警船在西菲律宾海对菲律宾船只进行水炮攻击和冲撞并引发多方谴责,中国船只与菲律宾船只在西菲律宾海发生水炮攻击和冲撞,2025/10/13,西菲律宾海,中国、菲律宾,中国船只对菲律宾船只进行水炮攻击和冲撞,5,"""https://x.com/manayleila/status/1977348474652991844/photo/1""","""https://x.com/JervisManahan/status/1977525922866827422/video/1""","""https://tinyurl.com/yduxup7u"";""https://www.onenews.ph/articles/china-ship-blasts-with-water-cannon-rams-phl-vessel?fbclid=IwY2xjawNZGhxleHRuA2FlbQIxMABicmlkETFkc2tabGJjOU1ua2tqeTJ2AR5HtUTLCrXZKfeJnu8DjwlMH5PY0iz047QEmPaHyCwTRJVYecVP3dYM3V-DNA_aem_p5xrN_nGW6BR3U7LTECybQ"";""https://x.com/PhilippineStar/status/1977525020495872065/photo/1""",https://twitter.com/DefensePitz/statuses/1977910841518469370,"""https://bilyonaryo.com/2025/10/12/philippines-accuses-china-of-ramming-vessel-near-disputed-island-as-tensions-soar/business/"";""https://x.com/bilyonaryo_ph/status/1978038077340946697/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南海地缘政治紧张局势引发国际社会关注和讨论,推特用户讨论美国记者在南海抱怨中国军机,2025/10/13,南海,推特用户ricwe123、美国记者、中国,推特用户ricwe123转发并评论美国记者在南海抱怨中国军机靠近,9,"""https://x.com/ricwe123/status/1977531161695171002/video/1""","""https://x.com/softwarnet/status/1977722919770812683/photo/1"";""https://twitter.com/ricwe123/status/1977531161695171002"";""https://x.com/ricwe123/status/1977531161695171002/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
